id,idea_id,cost_reduction_idea,reason,mgi_gross_saving,estimated_cost_savings,saving_value_inr,weight_saving,group_id,status,way_forward,dept,target_date,kd_lc,wtd_avg,est_impl_date,investment_cr,mgi_carline,benchmarking_carline,mg_product_scenario,competitor_product_scenario,purpose_mg_product,purpose_competitor_product,impact_other_systems,client_statement,cae_required,homologation_required,styling_change,part_level_testing,assembly_trials,cad_drawing_update,ecn_required,part_production_trials,vehicle_level_testing,idea_generated_by,new_tool_required,new_tool_cost,tool_modification_required,tool_modification_cost,variants,current_status,resp,mix,volume,purchase_proposal,interest,payback_months,mgi_pe_feasibility,homeroom_approval,pp_approval,supplier_feasibility,financial_feasibility,proposal_image_filename,mg_vehicle_image,competitor_vehicle_image,user_input,response_text,image_path,proposal_image_data,proposal_image_mimetype,mg_vehicle_data,mg_vehicle_mimetype,competitor_vehicle_data,competitor_vehicle_mimetype,created_at
174,2311-IT-ID-22,Replace PP-T20 used in the manufacture of the Third Row LH & RH Cup Holders with PP,"1. The Third-Row LH & RH Bottle Holder Trims in MGI are made from PP-T20 while similar trims are absent from KIA since there is no third row
2. The Second-Row Middle Handrest Bottle Holders in MGI is made from PP
3. MGI could make use of PP instead of PP-T20 since unfilled PP is a cost-effective option when compared to filled PP",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 - INR 200
2. Per Kg rate of PP - INR 180
3. The current weight of the LH trim - 343g
4. The estimated weight of the trim proposed - 328.5g
5. The estimated weight saved = 343 - 328.5 = 14.5g
6. The current weight of the RH trim - 379g
7. The estimated weight of the trim proposed - 363g
8. The estimated weight saved = 379 - 363 = 16g
9. The current cost of the LH trim - INR 68.6
10. The estimated cost of the trim proposed - INR 59.13
11. The estimated cost saved = 68.6 - 59.13 = INR 9.47
12. The current cost of the RH trim - INR 75.8
13. The estimated cost of the trim proposed - INR 65.34
14. The estimated cost saved on both ends = 75.8 - 65.34 = INR 10.46

15. The total weight saved = 14.5 + 16 = 30.5g
16. The total cost saved = 9.47 + 10.46 = INR 19.93",42.0,0.0305,1-Int,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The Bottle Holders present on both the LH & RH sides of the third row of the vehicle are meant to hold bottles or beverage containers within
2. The dual bottle holders on the right and the single bottle holder on the left are made of PP-T20 and are fastened onto the rear LH & RH side main interior trims

Dimensions & Weight,
LH Side,
Length - 390mm
Width - 140mm
Weight - 343g
RH Side,
Length - 540mm
Width - 142mm
Weight - 379g","KIA,
Similar bottle holder trims are absent from the vehicle since there is no third-row","Functionality,
The purpose of these holders is to provide convenient storage for passengers in the third row to secure and access water bottles or other beverages during a journey. Having bottle holders in the third row ensures that passengers in that area have easy access to refreshments, contributing to overall convenience and comfort in the vehicle",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
175,2311-IT-ID-23,Reduce the 2.6mm wall thickness of the Rear Cargo Space Transverse Trim in MGI to 2.4mm as in KIA,"1. The Rear Cargo Space Transverse Trim in MGI has a wall thickness of 2.6mm while in KIA the wall thickness is 2.37mm
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",11.6,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 = INR 200 (assumed)
2. The current weight of the trim - 705g
3. The estimated weight of the trim proposed - 647g
4. The estimated weight saved = 705 - 647 = 58g
5. The current cost of the trim - INR 141
3. The estimated cost of the trim proposed - INR 129.4
4. The estimated cost saved = 141 - 129.4 = INR 11.6",48.0,0.058,1-Int,NG,BC evaluation ,Finance,nan,LC,11.6,NaT,0.4,nan,nan,"MGI,
1. A Rear Cargo Space Transverse Trim is present mounted onto the edge of the rear cargo space near the tailgate of the vehicle
2. The trim is made of PP-T20 and has an average wall thickness of 2.6mm

Dimensions & Weight,
Length - 970mm
Width - 196mm
Weight - 705g","KIA,
1. A Rear Cargo Space Transverse Trim is present mounted onto the edge of the rear cargo space near the tailgate of the vehicle
2. The trim is made of PP-T20 and has an average wall thickness of 2.37mm

Dimensions & Weight,
Length - 908mm
Width - 226mm
Weight - 680g","Functionality,
This component is designed to shield the edge of the tailgate bed from potential damage, such as scratches, dents, and wear caused by loading and unloading cargo. It helps to preserve the appearance and structural integrity of the tailgate bed over time",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"PE Feedback on 07-Feb-24 ""Technically feasibile, new tooling to be considered in BC evaluation""
Business case reported negative on 09-Feb-24
",Kalp,1.0,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
176,2311-IT-ID-24,Reduce the 2.5mm wall thickness of the LH & RH Front Interior Lower Cowl Trims in MGI to 2.3mm as in KIA,"1. The LH & RH Front Interior Lower Cowl Trims in MGI have an average wall thickness of 2.5mm while in KIA the average wall thickness is 2.3mm
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",9.96,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 = INR 200
2. The current weight of the trim - 243.4g
3. The estimated weight of the trim proposed - 218.5g
4. The estimated weight saved on both ends = 243.4 - 223.7 = 24.9*2 = 49.8g
5. The current cost of the trim - INR 48.68
3. The estimated cost of the trim proposed - INR 43.7
4. The estimated cost saved on both ends = 48.68 - 43.7 = 4.98*2 = INR 9.96",73.0,0.0498,1-Int,NG,BC evaluation ,Finance,nan,LC,9.96,NaT,0.5,nan,nan,"MGI,
1. The LH & RH Front Interior Lower Cowl Trims in MGI are mounted onto the sides of the driver and co-driver footwell sides of the vehicle
2. The trims are made of PP-T20 and have an average wall thickness of 2.5mm

Dimensions & Weight,
Length - 378mm
Width - 339mm
Weight - 243.4g","KIA,
1. The LH & RH Front Interior Lower Cowl Trims in MGI are mounted onto the sides of the driver and co-driver footwell sides of the vehicle
2. The trims are made of PP-T20 and have an average wall thickness of 2.3mm

Dimensions & Weight,
Length - 351mm
Width - 300mm
Weight - 250.50g","Functionality,
The car interior driver and co-driver footwell side cowl trims, also known as kick panels or footwell side panels, serve several functions in a vehicle such as overall aesthetic enhancement, protection for internal components, wiring and noise reduction",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"PE Feedback on 07-Feb-24 ""Technically feasibile, new tooling to be considered in BC evaluation""
Business case reported negative on 09-Feb-24
",Kalp,1.0,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
177,2311-IT-ID-25,Reduce the 2.5mm wall thickness of the LH & RH B-pillar Interior Lower Trims in MGI to 2.3mm as in KIA,"1. The LH & RH B-pillar Interior Lower Trims in MGI have an average wall thickness of 2.5mm while in KIA the average wall thickness is 2.3mm
2. Reducing the wall thickness would result in a lighter component. This can contribute to overall weight reduction in the vehicle, which can improve fuel efficiency and performance
3. Using less material to produce the trim can lead to cost savings in terms of raw materials and manufacturing expenses",10.2,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 = INR 200
2. The current weight of the trim - 764g
3. The estimated weight of the trim proposed - 680g
4. The estimated weight saved on both ends = 764 - 680 = 84*2 = 168g
5. The current cost of the trim - INR 152.8
3. The estimated cost of the trim proposed - INR 136
4. The estimated cost saved on both ends = 152.8 - 136 = 16.8*2 = INR 33.6",66.0,0.168,1-Int,NG,nan,nan,nan,LC,10.2,NaT,1.0,nan,nan,"MGI,
1. The LH and RH B-pillar Interior Lower Trims in the vehicle are mounted onto the inside of the B-pillars on the LH and RH sides of the vehicle
2. The trims are made of PP-T20 and they have an average wall thickness of 2.5mm

Dimensions & Weight,
Length - 740mm
Width - 635mm
Weight - 764g","KIA,
1. The LH and RH B-pillar Interior Lower Trims in the vehicle are mounted onto the inside of the B-pillars on the LH and RH sides of the vehicle
2. The trims are made of PP+PE (Polypropylene+Polyethylene) and they have an average wall thickness of 2.3mm

Dimensions & Weight,
Length - 740mm
Width - 532mm
Weight - 548g","Functionality,
The B-pillar interior lower trims serve several functions in a vehicle such as overall aesthetic enhancement, protection for internal components, wiring and noise reduction. They may also host front-row seat belt mechanisms",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"PE feedback on 07-Feb ""Technically feasible. BC to be evaluated consideirng new tooling""
Business case reported negative on 09-Feb-24",nan,1.0,nan,nan,nan,nan,OK,nan,nan,nan,NG,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
178,2311-IT-ID-26,Replace PP-T20 with PP in the manufacture of the grab handles within the vehicle,"1. All three grab handles within the interior trims of MGI are manufactured from PP-T20 while those in KIA are manufactured from PP
2. MGI could make use of PP instead of PP-T20 since unfilled polypropylene is a cost-effective option when compared to filled polypropylene",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 = INR 200 (assumed)
2. Per Kg rate of PP - INR 180 (assumed)
3. The current weight of the handle - 65g
4. The estimated weight of the proposed handle - 58.8g
5. The estimated weight saved = 65 - 58.8 = 6.2*3 = 18.6g
6. The current cost of the handle - INR 13
7. The estimated cost of the proposed handle - INR 10.5
8. The estimated cost saved = 13 - 10.5 = 2.5*3 = INR 7.5",145.0,0.0186,1-Int,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The grab handles within the Interior Trims of the vehicle are mounted onto the headliner to offer a stable point for individuals to hold onto
2. There are three grab handles and all are made from PP-T20

Dimensions & Weight,
Length - 208mm
Width - 66mm
Weight - 65g","KIA,
1. The grab handles within the Interior Trims of the vehicle are mounted onto the headliner to offer a stable point for individuals to hold onto
2. There are three grab handles and all are made from PP","Functionality,
1. Grab handles are positioned near doors to provide support for passengers when entering or exiting the vehicle. They offer a stable point for individuals to hold onto while navigating the step-in or step-out process
2. When the vehicle is in motion, especially during turns, sudden stops, or acceleration, passengers can use grab handles to maintain stability",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
179,2311-IT-ID-27,Replace PP-T20 with PP in the manufacture of the storage trim within the cargo area of the vehicle,"1. The Tool Kit Storage Trim within the cargo area of the vehicle is manufactured from PP-T20 even though the mentioned trim won't be subjected to multitudes of stresses and is only meant to house the tool kit and the under-the-body spare tyre fastening setup 
2. MGI could make use of PP instead of PP-T20 since unfilled polypropylene is a cost-effective option when compared to filled polypropylene",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-T20 = INR 200 (assumed)
2. Per Kg rate of PP - INR 180 (assumed)
3. The current weight of the trim - 765g
4. The estimated weight of the proposed trim - 712.5g
5. The estimated weight saved - 765 - 712.5 = 52.5g
6. The current cost of the trim - INR 153
7. The estimated weight of the proposed trim - INR 128.5
8. The estimated cost saved = 153 - 128.5 = INR 24.5",45.0,0.0525,1-Int,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The Tool Kit Storage Trim present within the cargo area of the vehicle is meant to house the tools needed for changing a flat tyre and hosts the under-the-body spare tyre fastening setup
2. The entire trim is manufactured from PP-T20 and is placed beneath the cargo area tray aside from the speaker setup","KIA,
1. A comparable storage trim is absent from the cargo area of the vehicle
2. The tool kit is placed above the spare tyre housed beneath the cargo area itself","Functionality,
The Tool Kit Hosting Trim is the vehicle's compartment or storage area that houses the tools needed for changing a flat tyre. These trims are often designed to keep the tools organized and secure, making it convenient for the driver to access them in a tire-related emergency.",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,No,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
180,2311-IT-ID-28,Replace PP-TD10-GF10 with PP-T20 in the manufacture of the speaker casing.,"1. The speaker mounting trim and the casing within MGI are manufactured from PP-TD10-GF10 while in KIA, a similar trim is absent
2. PP-T20 is generally less expensive than PP-TD10-GF10 since compounds with a combination of talc and glass fibre reinforcement (like PP-TD10-GF10) tend to be more expensive than those with only talc (like PP-T20). If cost is a significant factor, manufacturers can opt for PP-T20 to keep production expenses lower, especially for speakers where the enhanced properties of PP-TD10-GF10 may not be critical
3. In some cases, the design requirements of the speaker may not necessitate the additional mechanical or acoustic properties provided by PP-TD10-GF10. Talc Filled PP may be sufficient if a speaker design does not require the stiffness, reduced resonance, or improved damping associated with PP-TD10-GF10.",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Kg rate of PP-TD10-GF10 = INR 205 (assumed)
2. Per Kg rate of PP-T20 - INR 200 (assumed)
3. The current weight of the casing trim - 1462g
4. The estimated weight of the proposed trim - 1329g
5. The estimated weight saved = 1462 - 1329 = 133g
6. The current weight of the mounting trim - 125.9g
7. The estimated weight of the proposed trim - 114.45g
8. The estimated weight saved = 125.9 - 114.45 = 11.45g
9. The current cost of the casing trim - INR 299.71
10. The estimated cost of the proposed trim - INR 265.8
11. The estimated cost saved = 299.71 - 265.8 = INR 33.91
12. The current cost of the mounting trim - INR 25.80
13. The estimated cost of the proposed trim - INR 22.89
14. The estimated cost saved = 25.80 - 22.89 = INR 2.91

15. The total weight saved = 133 + 11.45 = 144.45g
16. The total cost saved = 33.91 + 2.91 = INR 36.82",94.0,0.14445,1-Int,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The speaker unit within the cargo area of the vehicle is mounted onto a mounting trim fastened onto a speaker casing which is later fastened onto the vehicle floor
2. The entire casing along with the mounting trim is manufactured from PP-TD10-GF10

Dimensions & Weight,
Casing,
Length - 610mm
Width - 330mm
Weight - 1462g
Mounting Trim,
Length - 189mm
Width - 187mm
Weight - 125.9g","KIA,
1. A speaker setup is absent from the cargo area of the vehicle
2. Thus a comparable housing trim is absent","Functionality,
A speaker housing encases and protects the internal components of a car speaker, safeguarding them from external elements and potential damage. This enclosure also plays a role in shaping the speaker's acoustic performance. The accompanying mounting trim adds an aesthetic touch, concealing mounting hardware and seamlessly integrating the speaker into the vehicle's interior. ",N/A,NVH constraints should be considered.,nan,Yes,No,No,Yes,Yes,Yes,Yes,No,No,ASI,No,0.0,Yes,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
181,2311-PA-ID-01,Remove the black paint coating on the Brake Pedal Mounting Bracket within MGI,"1. The Brake Pedal Mounting Bracket found within MGI is black paint coated while the brake pedal mounting bracket is left without a coating in KIA
2. Applying coatings or paint can add to the vehicle's manufacturing cost. MGI could choose to leave the bracket unpainted to reduce production costs
3. While painting can provide aesthetic benefits and help prevent corrosion, it is not always essential for brackets enclosed without exposure to the outside environment. MGI could opt for a simpler, uncoated design if the brackets are made from materials that perform well without additional coatings.",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. Per Sq.M rate for black paint coating - INR 47.8 (Metal Brackets)
2. Coating Surface Area of the Bracket = 116450mm2 = 0.116m2
3. Total cost = INR 5.25

4. The estimated weight saved = Nil
5. The estimated cost saved = INR 5.25",115.0,0.0,3,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The Brake Pedal Mounting Bracket within the braking system of the vehicle connects the brake pedal to the master cylinder of the vehicle
2. The bracket is black paint coated and is fastened onto the master cylinder within the vehicle

Dimensions & Weight,
Length - 244mm
Width - 148mm
Weight - 1104g
Coating Surface Area = 116450mm2 = 0.116m2","KIA,
1. The Brake Pedal Mounting Bracket within the braking system of the vehicle connects the brake pedal to the master cylinder of the vehicle
2. The bracket is not coated and is fastened onto the master cylinder within the vehicle

Dimensions & Weight,
Length - 268mm
Width - 190mm
Weight - 622.42g","Functionality,
1. Brake pedal mounting brackets play a crucial role in the braking system of a vehicle. These brackets are part of the assembly that connects the brake pedal to the master cylinder, which then translates the force applied to the pedal into hydraulic pressure.
2. Painting provides a protective layer that helps prevent corrosion and extends the lifespan of the brackets. Some manufacturers choose to paint metal brackets for aesthetic reasons as well",N/A,No impact on other systems,nan,Yes,No,No,No,Yes,Yes,Yes,Yes,No,ASI,No,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
182,2311-PA-ID-02,Redesign the current Brake Pedal Mounting Bracket used in MGI to a similar bracket used in KIA.,"1. The Brake Pedal Mounting Bracket used within MGI is heavier than the one used in KIA.
2. Replacing the current design and employing a design similar to the one used in KIA could help reduce complexity, weight and thereby improve cost-effectiveness without compromising the functionality of the component.
3. Referring to Idea ID (2311-BA-ID-01) and making the changes mentioned within the Idea could help employ a similar design used in KIA.",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The per Kg rate of steel (painted) = INR 230
2. The current weight = 1104g
3. The estimated weight of the proposed setup = 622.42g
4. Weight added on from Idea ID - (2311-BA-ID-01) = 201g
4. The current cost = INR 253.92
5. The estimated cost of the proposed setup = INR 143.15

6. The estimated weight saved = 1104 - 622.42 = 481.58g
7. The estimated cost saved = 253.92 - 143.15 = INR 110.77",113.0,0.48158,3,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The brake pedal is mounted onto a Brake Pedal Mounting Bracket which is later mounted onto the brake booster and BiW of the vehicle.
2. The entire bracket is manufactured from steel and is black paint coated.

Dimensions & Weight,
Length - 244mm
Width - 148mm
Weight - 1104g
Average Wall Thickness - 2.3mm","KIA,
1. The brake pedal is mounted onto a Brake Pedal Mounting Bracket which is later mounted onto the brake booster and BiW of the vehicle.
2. The entire bracket is manufactured from steel.

Dimensions & Weight,
Length - 268mm
Width - 190mm
Weight - 622.42g
Average Wall Thickness - 1.65mm",The field is not relevant to this Idea.,N/A,"1. New mounting points should be introduced.
2. Changes should be made as mentioned within the Idea ID - (2311-BA-ID-01)",nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
183,2311-PA-ID-03,Replace the current Accelerator Pedal Position Sensor used in MGI with a similar one used in KIA,"1. The accelerator pedal position sensors used in MGI are from 'Wuling India' while those used in KIA are from 'Hyundai Glovis Co. Ltd.'
2. If a company could find a supplier offering the same or similar quality at a lower price, it could choose to switch to improve its overall cost-effectiveness and competitiveness. Thus, switching from the current supplier to a similar supplier as in KIA could help MGI improve the cost-effectiveness of the part",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The current weight of the accelerator pedal position sensor - 40.11g
2. The estimated weight of the proposed sensor - 38.52g
3. The estimated weight saved = 40.11 - 38.52 = 1.59g
4. The current cost of the accelerator pedal position sensor - INR 435.16
5. The estimated cost of the proposed sensor - INR 256
6. The estimated cost saved = 435.16 - 256 = INR 179.16",122.0,0.00159,2 or 4,TBD,nan,nan,nan,nan,0.0,NaT,0.0,nan,nan,"MGI,
1. The accelerator pedal positioning sensor is mounted onto the accelerator pedal assembly within the vehicle to assist the operation of the electronic throttle control system
2. The sensor is from 'Wuling India' and is fastened onto the assemblies

Dimensions & Weight,
Length - 108mm
Width - 68mm
Weight - 40.11g","KIA,
1. The accelerator pedal positioning sensor is mounted onto the accelerator pedal assembly within the vehicle to assist the operation of the electronic throttle control system
2. The sensor is from 'Hyundai Glovis Co. Ltd.' and is fastened onto the assemblies

Dimensions & Weight,
Length - 73.27mm
Width - 53.84mm
Weight - 38.52g",The field is not relevant to this Idea,N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,ASI,No,0.0,No,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
184,2311-SP-ID-01,"1. Reduce the overall wall thickness of the Brake Dust Cover Plates present on all four wheel hubs of the vehicles from 1mm to 0.8mm
2. Reduce the paint coating thickness on each side of all four plates from 56 microns to 27.8 microns","1. The Dust Cover Plates in MGI are 1mm in wall thickness while those used in KIA are 0.8mm thick and the paint coating thickness of each side of the plates is 56 microns in MGI and 27.8 microns in KIA
2. Reducing the overall thickness could help reduce material usage and thereby improve the cost-effectiveness of the component",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The Per Kg rate of Steel - INR 80 (assumed)
2. The current weight of the front LH & RH dust cover plates - 383g
3. The estimated weight of the proposed plates - 260g (assumed)
4. The estimated weight saved on both ends - 123*2 = 246g
5. The current weight of the rear LH & RH dust cover plates - 391g
6. The estimated weight of the proposed plates - 264g (assumed)
7. The estimated weight saved on both ends - 127*2 = 254g
8. The current cost of the front LH & RH dust cover plates - INR 30.6
9. The estimated cost of the proposed plates - INR 20.8
10. The estimated cost saved on both ends - 9.8*2 = INR 19.6
11. The current cost of the rear LH & RH dust cover plates - INR 31.2
12. The estimated cost of the proposed plates - INR 21.12
13. The estimated cost saved on both ends - 10.08*2 = INR 20.16
14. The total weight saved - 246 + 254 = 500g (assumed)
15. The total cost saved - 19.6 + 20.16 = INR 39.32 (assumed)

16. Coating Surface Area of Plate 1 (Front) - 120640mm2 - 0.12m2
17. Coating Surface Area of Plate 2 (Rear) - 118048mm2 - 0.118m2
18. Per Sq.M rate of 50-micron paint coating - INR 29.57
19. Per Sq.M rate of 35-micron paint coating - INR 21.57
20. The current coating cost for front plates = 3.54*2 = INR 7.09
21. The coating cost for the proposed thickness = 2.58*2 = INR 5.17
22. The current coating cost for rear plates = 3.48*2 = INR 6.97
23. The coating cost for the proposed thickness = 2.54*2 = INR 5.09
24. The estimated cost savings on the front and rear ends = (7.09 - 5.17) + (6.97 - 5.09) = INR 3.8

25. The total cost saved = 39.32 + 3.8 = INR 43.12",57.0,0.5,2,NG,nan,nan,nan,LC,0.0,NaT,0.0,nan,nan,"MGI,
1. Brake Dust Cover Plates are present on the backside of the brake assembly, positioned between the brake rotor (disc) and the suspension components
2. The plates are made of steel and have a wall thickness of 1mm
3. The paint coating thickness on a single side of the plate is 56 microns

Dimensions & Weight,
Front Suspension,
Length - 325mm
Width -  232mm
Weight - 384g
Coating Surface Area - 120640mm2
Rear Suspension,
Length - 320mm
Width - 230mm
Weight - 391g
Coating Surface Area -118048mm2","KIA,
1. Brake Dust Cover Plates are present on the backside of the brake assembly, positioned between the brake rotor (disc) and the suspension components
2. The plates are made of steel and have a wall thickness of 0.8mm
3. The paint coating thickness on a single side of the plate is 27.8 microns","Functionality,
The primary purpose of the Brake Dust Cover Plates is to protect the brake components from road debris, water, and other contaminants. They help minimize the amount of brake dust and debris that can accumulate on the brake rotor and brake pads",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,ASI,No,0.0,Yes,0.0,nan,"Validation failure (PAVE) reported in Astor & Gloster and thickness was increased from 0.8mm to 1.0mm. Hence not recommended.
Max. permissible investment is INR 9lakhs, however, supplier development cost was ~INR 30 lkahs (inlcuding supplier testing)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
185,2311-SP-ID-02,Replace the rubber insert moulded Upper Mounting Plates in MGI with normal mounting plates as used in KIA,"1. The Front Suspension Upper Mounting Plates in MGI are rubber moulded while in KIA, they are normal powder-coated mounting plates
2. Rubber moulding can add complexity to the manufacturing process, and the cost of materials and production may be higher compared to a simpler, painted metal plate. 
3. Thus, removing the mould from the plate could help reduce the overall weight and simultaneously improve the cost-effectiveness of the part",0.0,"The evaluation is done before teardown, the values will change after the costing,
1. The per Kg rate of EPDM - INR 500
2. Per Sq.M rate of Powder Coating - INR 140
3. Coating Surface Area - 68144.29mm2 = 0.06m2
4. The current weight of the rubber moulding - 100g
5. The estimated weight saved - 100g
6. The estimated cost of the moulding - INR 50
7. The estimated cost saved - INR 50
8. Cost of powder coating on both plates = 0.12*140 = INR 16.8
9. The total cost saved = 50 - 16.8 = INR 33.2 - 15% tolerance = INR 28.22",83.0,0.1,2,NG,nan,nan,nan,LC,0.0,NaT,0.0,nan,nan,"MGI,
1. The Upper Mounting Plate within the front suspension setup of the vehicle provides a secure attachment point for the upper end of the suspension strut or shock absorber. This allows the strut to be anchored to the vehicle's body or chassis.
2. The plate is rubber insert moulded and is fastened onto the top of the strut setup

Dimensions & Weight,
Length - 154mm
Width - 148mm
Weight - 1030g (whole top plate)
Moulding Weight - 50g (assumed)","KIA,
1. The Upper Mounting Plate within the front suspension setup of the vehicle provides a secure attachment point for the upper end of the suspension strut or shock absorber. This allows the strut to be anchored to the vehicle's body or chassis.
2. The plate powder coated and is fastened onto the top of the strut setup
3. The plates are not rubber insert moulded","Functionality,
The insert moulding process is often used to combine metal's structural strength with rubber's benefits, such as vibration dampening, noise reduction, and improved flexibility. The metal plate, usually made of steel, serves as the structural core, providing strength and rigidity to the component. The rubber moulds around the metal plate, creating a unified and integrated structure.",N/A,No impact on other systems,nan,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,ASI,No,0.0,No,0.0,nan,"PE feedback on 08-Feb-24"" Idea is technically rejected due to below reasons.
1.	It will have adverse NVH performance on rough roads.
2.	rubber is provided as a part of ride and handling tuning package for secondary ride and arrest vibrations. It is finalised based on ride tuning and vehicle weights.""",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,NaN,NaN,NaN,,,,,,,,,,2025-12-03 17:18:14.798748
